method_id,method,method_color,method_family,method_order,split,split_label,screen_id,n_assays,ko_pearson
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0006,2,0.777193923915426
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0007,2,0.7489962539325158
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0008,2,0.8124749294171731
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0009,2,0.7858801503976186
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0011,1,0.6943819435934225
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0012,1,0.7946522211035093
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0013,1,0.7250377101202806
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0014,1,0.8911804730693499
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0015,1,0.6544737468163172
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0016,1,0.6784574600557486
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0017,1,0.6922528153906266
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0018,1,0.8842733030517896
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0019,1,0.9173676297068596
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0020,1,0.8039401446779569
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0021,1,0.8027589780588945
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0022,1,0.3330062905636926
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0023,1,0.4172455714239428
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0025,1,0.7873995204766592
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0026,1,0.8992257143060366
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0027,1,0.8166540501018366
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0028,1,0.8111968524754047
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0029,1,0.5993856970841686
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0030,1,0.575005840199689
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0031,1,0.718248105297486
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0032,1,0.7495211145530144
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0033,1,0.8916624424358209
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0034,1,0.9053682262698808
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0036,1,0.6616363396557668
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0040,1,0.7093366549815983
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0041,1,0.4773181613224248
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0042,1,0.7173630919617912
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0044,1,0.910651169717312
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0045,2,0.5798454576482375
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0047,1,0.2633933550678193
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0048,1,0.6323849306087747
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0050,1,0.5631760836889347
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0051,1,0.7069727753599485
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0053,1,0.256082798121497
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0054,1,0.6910353588561217
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0055,1,0.9241415783762932
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0056,1,0.9125476330518724
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0057,2,0.6297553308929007
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0058,1,0.7276700039704641
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0059,1,0.559650419279933
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0060,1,0.8680941176911195
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0061,2,0.49232637812383473
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0062,2,0.42858988161121186
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0063,1,0.6408932025854787
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0064,2,0.5050532013798753
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0065,2,0.5173509824477757
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0066,1,0.9134234711527824
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0067,1,0.2165889277045304
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0068,1,0.5508919247270873
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0069,2,0.5329856397972133
catboost_multirmse,CatBoost,#79A8C9,Classical tabular,3,strict_whole_screen,Whole-screen,Biohub_OPS0070,1,0.5247417092323303
