reporter_slug,short_name,run_state,biological_category,reliability,historical_reference_tier,method_id,method,recoverability_r,magnitude_spearman,variance_ratio,top5pct_recall,n_genes,observed_boundary_ties,predicted_boundary_ties,tier,proxy_supported,pass_reliability,pass_recovery,pass_rank,pass_variance_lower,pass_variance_upper,pass_quantitative_hit,pass_ranking_hit,pass_measurement_recovery,failed_quantitative_gates,failed_ranking_gates
prb,pRb*,single,Signaling,0.1509084849662904,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.4474449838272993,0.711885507885508,0.0251458462372742,0.56,1000,1,1,not_identifiable,False,False,False,True,False,True,False,True,True,reliability;recovery;variance_lower;quantitative_hit,reliability
prb,pRb*,single,Signaling,0.1509084849662904,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.4474449872238011,0.711885507885508,0.0251458462372742,0.56,1000,1,1,not_identifiable,False,False,False,True,False,True,False,True,True,reliability;recovery;variance_lower;quantitative_hit,reliability
nuclei_hoechst,Hoechst*,single,Nucleus,0.187063345712023,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7314091514050961,0.6723961803961804,0.7056195004880214,0.54,1000,1,1,not_identifiable,False,False,True,False,True,True,False,True,False,reliability;rank;quantitative_hit,reliability;rank
nuclei_hoechst,Hoechst*,single,Nucleus,0.187063345712023,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.7314091568777584,0.6723961803961804,0.7056195004880214,0.54,1000,1,1,not_identifiable,False,False,True,False,True,True,False,True,False,reliability;rank;quantitative_hit,reliability;rank
nucleoli_npm1,NPM1*,single,Nucleus,0.2156298259088717,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.5333916893642809,0.4854261894261895,0.4705172309173273,0.42,1000,1,1,not_identifiable,False,False,False,False,False,True,False,False,True,reliability;recovery;rank;variance_lower;quantitative_hit,reliability;rank;ranking_hit
nucleoli_npm1,NPM1*,single,Nucleus,0.2156298259088717,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.533391683728828,0.4854261894261895,0.4705172309173273,0.42,1000,1,1,not_identifiable,False,False,False,False,False,True,False,False,True,reliability;recovery;rank;variance_lower;quantitative_hit,reliability;rank;ranking_hit
b-catenin,b-catenin*,single,Signaling,0.2160133604189748,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.5556902340302865,0.6660994500994502,0.4687879404622102,0.5,1000,1,1,not_identifiable,False,False,False,False,False,True,False,True,True,reliability;recovery;rank;variance_lower;quantitative_hit,reliability;rank
b-catenin,b-catenin*,single,Signaling,0.2160133604189748,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.5556902308691385,0.6660994500994502,0.4687879404622102,0.5,1000,1,1,not_identifiable,False,False,False,False,False,True,False,True,True,reliability;recovery;rank;variance_lower;quantitative_hit,reliability;rank
c-myc,c-Myc*,single,Signaling,0.2166304258685255,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.5492729490498702,0.6272925992925993,0.4004543571399355,0.5,1000,1,1,not_identifiable,False,False,False,False,False,True,False,True,True,reliability;recovery;rank;variance_lower;quantitative_hit,reliability;rank
c-myc,c-Myc*,single,Signaling,0.2166304258685255,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.5492729643107127,0.6272925992925993,0.4004543571399355,0.5,1000,1,1,not_identifiable,False,False,False,False,False,True,False,True,True,reliability;recovery;rank;variance_lower;quantitative_hit,reliability;rank
er_cona,ConA*,single,ER/Golgi,0.2319836986715685,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7051554984102646,0.7236622476622476,0.5296323979872325,0.56,1000,1,1,not_identifiable,False,False,True,True,True,True,False,True,False,reliability;quantitative_hit,reliability
er_cona,ConA*,single,ER/Golgi,0.2319836986715685,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.705155503099017,0.7236622476622476,0.5296323979872325,0.56,1000,1,1,not_identifiable,False,False,True,True,True,True,False,True,False,reliability;quantitative_hit,reliability
microtubules_tubulin,Tubulin*,single,Cytoskeleton,0.2737965813011502,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.71860714521673,0.7424587064587065,0.5881803752348218,0.6,1000,1,1,not_identifiable,False,False,True,True,True,True,True,True,False,reliability,reliability
microtubules_tubulin,Tubulin*,single,Cytoskeleton,0.2737965813011502,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.7186071466675781,0.7424587064587065,0.5881803752348218,0.6,1000,1,1,not_identifiable,False,False,True,True,True,True,True,True,False,reliability,reliability
nucleolus-dfc_fbl,FBL,single,Nucleus,0.2774818093462274,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7793305455396573,0.8240161280161281,0.7718749115780876,0.84,1000,1,1,not_identifiable,False,False,True,True,True,True,True,True,False,reliability,reliability
nucleolus-dfc_fbl,FBL,single,Nucleus,0.2774818093462274,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.7793305495791827,0.8240161280161281,0.7718749115780876,0.84,1000,1,1,not_identifiable,False,False,True,True,True,True,True,True,False,reliability,reliability
plasma_membrane_wga,WGA*,single,Plasma Membrane,0.2955940866884624,not_identifiable,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.7419182704554664,0.7678290598290598,0.6062688633471821,0.58,1000,1,1,not_identifiable,False,False,True,True,True,True,False,True,False,reliability;quantitative_hit,reliability
plasma_membrane_wga,WGA*,single,Plasma Membrane,0.2955940866884624,not_identifiable,state_matched_hybrid,state_matched_hybrid,0.7419182621662671,0.7678290598290598,0.6062688633471821,0.58,1000,1,1,not_identifiable,False,False,True,True,True,True,False,True,False,reliability;quantitative_hit,reliability
microtubules_map4,MAP4,single,Cytoskeleton,0.557891172634394,unresolved,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.8168677599479754,0.6790955230955231,0.8132836472945869,0.66,1000,1,1,unresolved,False,True,True,False,True,True,True,True,False,rank,rank
microtubules_map4,MAP4,single,Cytoskeleton,0.557891172634394,unresolved,state_matched_hybrid,state_matched_hybrid,0.8168677864597762,0.6790955230955231,0.8132836472945869,0.66,1000,1,1,unresolved,False,True,True,False,True,True,True,True,False,rank,rank
lipid_droplet_plin2,PLIN2,single,Lysosome,0.3164645586840825,unresolved,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.697941415819029,0.5642989202989204,0.4386715046976459,0.44,1000,1,1,unresolved,False,True,False,False,False,True,False,False,False,recovery;rank;variance_lower;quantitative_hit,rank;ranking_hit
lipid_droplet_plin2,PLIN2,single,Lysosome,0.3164645586840825,unresolved,state_matched_hybrid,state_matched_hybrid,0.6979414297725188,0.5642989202989204,0.4386715046976459,0.44,1000,1,1,unresolved,False,True,False,False,False,True,False,False,False,recovery;rank;variance_lower;quantitative_hit,rank;ranking_hit
cell_proliferation_marker_mki67,MKI67*,single,Nucleus,0.3279687777331082,unresolved,hybrid_median_before_screen_mean,hybrid_median_before_screen_mean,0.6683644772817692,0.663944751944752,0.5433102242707237,0.64,1000,1,1,unresolved,False,True,False,False,True,True,True,True,False,recovery;rank,rank
cell_proliferation_marker_mki67,MKI67*,single,Nucleus,0.3279687777331082,unresolved,state_matched_hybrid,state_matched_hybrid,0.6683644864714794,0.663944751944752,0.5433102242707237,0.64,1000,1,1,unresolved,False,True,False,False,True,True,True,True,False,recovery;rank,rank
