method_id,split,reporter_slug,metric,legacy_partition_median,corrected_partition_mean,n_partitions,mean_minus_legacy_median
gbdt,field_holdout_sanity,chaperones_hspa1b,gene_macro_feature_pearson,0.7816127377251784,0.7829279181857904,5,0.0013151804606120754
gbdt,field_holdout_sanity,chromalive_488_excitation,gene_macro_feature_pearson,0.7020946070551872,0.7019103842477004,5,-0.0001842228074868668
gbdt,field_holdout_sanity,chromatin_h2bc21,gene_macro_feature_pearson,0.6952607147395611,0.6966627066334088,5,0.0014019918938477094
gbdt,field_holdout_sanity,clathrin_vesicles_clta,gene_macro_feature_pearson,0.8825890595714251,0.8842226018508276,5,0.001633542279402489
gbdt,field_holdout_sanity,early_endosome_eea1,gene_macro_feature_pearson,0.8843439668416977,0.883880434681972,5,-0.00046353215972572137
gbdt,field_holdout_sanity,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,gene_macro_feature_pearson,0.6966363514463106,0.6958121319611867,5,-0.0008242194851239004
gbdt,field_holdout_sanity,endosome_vps35,gene_macro_feature_pearson,0.799315121024847,0.800109296043714,5,0.0007941750188669161
gbdt,field_holdout_sanity,er_cona,gene_macro_feature_pearson,0.6276792755557431,0.6271987186123927,5,-0.00048055694335036314
gbdt,field_holdout_sanity,er_golgi_bridge_vapa,gene_macro_feature_pearson,0.7795469438036283,0.7775045024851958,5,-0.002042441318432564
gbdt,field_holdout_sanity,er_golgi_cop-ii_sec23a,gene_macro_feature_pearson,0.8969066565235456,0.8967339366674423,5,-0.00017271985610334273
gbdt,field_holdout_sanity,er_golgi_cope,gene_macro_feature_pearson,0.7876043257613977,0.7864139581720034,5,-0.0011903675893942811
gbdt,field_holdout_sanity,er_ncln,gene_macro_feature_pearson,0.5793039537966251,0.5756356120109558,5,-0.0036683417856693268
gbdt,field_holdout_sanity,er_sec61b,gene_macro_feature_pearson,0.7794622580210367,0.7836642424265543,5,0.004201984405517556
gbdt,field_holdout_sanity,f-actin_phalloidin,gene_macro_feature_pearson,0.6659830692741606,0.6663854912751251,5,0.00040242200096451963
gbdt,field_holdout_sanity,fe2+_ferhonox_live-cell_dye,gene_macro_feature_pearson,0.8902979927758375,0.8927026237050691,5,0.0024046309292315993
