gene,mean_response_percentile
USP17L5,0.8792307692307694
USP18,0.4030961538461538
USP36,0.4790384615384615
USP39,0.6925576923076923
UTP14A,0.4831153846153846
VAMP2,0.4426538461538462
VAMP4,0.417076923076923
VARS2,0.39715384615384625
VMP1,0.37482692307692306
VPS25,0.53
VPS26A,0.2474230769230769
VPS29,0.4342499999999999
VTI1A,0.46242307692307694
VTI1B,0.5579615384615384
VWA7,0.34301923076923074
WASL,0.4600288461538462
WBP4,0.42126923076923073
WDR12,0.6086538461538461
WDR36,0.5781346153846153
WDR73,0.475173076923077
WRB,0.3422692307692307
XAB2,0.8279038461538462
XPO1,0.8781923076923077
XPR1,0.4934615384615384
XRN1,0.39711538461538465
YAE1,0.3830576923076923
YIPF5,0.3730000000000001
ZBED2,0.35248076923076926
ZBTB39,0.40901923076923075
ZBTB7B,0.32819230769230767
ZC3H4,0.4497692307692308
ZCCHC9,0.44563461538461535
ZFP69B,0.30253846153846153
ZFR,0.5373269230769231
ZMYM3,0.320923076923077
ZNF131,0.3940769230769231
ZNF219,0.48438461538461536
ZNF496,0.39499999999999996
ZNF574,0.6542500000000001
ZNF593,0.38896153846153847
ZNF638,0.49609615384615385
ZNF704,0.390826923076923
ZNRD1,0.3858846153846154
ZRSR2,0.3915
ZZZ3,0.5006153846153846
