run_state,reporter_slug,method_id,reference_state,reference_method_id,reference_tier,tier,transition,exact_tier_changed,proxy_status_changed,reliability_pass,changed_gate_flags,n_changed_gate_flags,delta_recoverability_r,delta_magnitude_spearman,delta_variance_ratio,delta_top5pct_recall,delta_reliability
checkpoint_average,lipid_droplet_plin2,gbdt,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,unchanged,False,False,True,,0,-0.008651076660267876,-0.00557800157800159,0.020014303333360295,-0.020000000000000018,0.0
checkpoint_average,cell_proliferation_marker_mki67,gbdt,checkpoint_average,coherent_median_ensemble,unresolved,unresolved,unchanged,False,False,True,,0,0.003200037855830451,0.00826517626517631,0.05613495024797821,0.040000000000000036,0.0
checkpoint_average,stress_granule_g3bp1,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,unchanged,False,False,True,,0,-0.005917246676069632,-0.010148350148350138,0.04722333984640925,-0.020000000000000018,0.0
checkpoint_average,lysosome_lysotracker_live-cell_dye,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,unchanged,False,False,True,,0,-0.007894436208974787,-0.0018431178431179696,0.012398065525821567,0.0,0.0
checkpoint_average,er_golgi_cop-ii_sec23a,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,unchanged,False,False,True,,0,-0.006995213709706016,-0.012630912630912428,0.05976059547235835,0.0,0.0
checkpoint_average,early_endosome_eea1,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,unchanged,False,False,True,,0,-0.001871918524677385,-0.0039863199863198195,0.07688553580628943,-0.020000000000000018,0.0
checkpoint_average,lipid_droplet_bodipy_live_cell_dye,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,unchanged,False,False,True,,0,-0.010199567559560418,-0.010339642339642463,-0.012047905136865822,-0.020000000000000018,0.0
checkpoint_average,late_endosome_rab7a,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,unchanged,False,False,True,,0,-0.00839233752913826,-0.011319551319551424,-0.019987084974922187,-0.05999999999999994,0.0
checkpoint_average,actin_filament_fastact_spy555_live_cell_dye,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,unchanged,False,False,True,,0,-0.009703723871021253,-0.007534915534915809,0.03916588425720002,0.0,0.0
checkpoint_average,plasma_membrane_slc3a2,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,unchanged,False,False,True,,0,-0.005516413252529606,-0.006470286470286801,0.026242411224524087,-0.020000000000000018,0.0
checkpoint_average,clathrin_vesicles_clta,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,unchanged,False,False,True,,0,-0.009505325811212884,-0.009665913665913406,0.04226549875054908,-0.040000000000000036,0.0
checkpoint_average,autophagosome_map1lc3b,catboost_multirmse,checkpoint_average,coherent_median_ensemble,quantitative_proxy,quantitative_proxy,unchanged,False,False,True,,0,-0.00502771620929765,-0.007737043737043758,0.00464069998839356,0.0,0.0
