split_label,unit,consensus,lo,hi,q25,q75,n_methods
Whole-screen,chromalive_488_excitation,0.5872861673124135,0.4688119776546955,0.6120200846344233,0.5789517522789538,0.5974088748916984,10
Whole-screen,chromatin_h2bc21,0.5821977394322555,0.526591516410311,0.6107026729732752,0.5643660887144506,0.5918965920185049,10
Whole-screen,clathrin_vesicles_clta,0.8423128534729282,0.6482930846201876,0.854989605024457,0.803001205669716,0.8500024029053748,10
Whole-screen,endocytic_vesicle_ph_phrodo-dextran_live_cell_dye,0.27211327283779,0.1624059858731925,0.4279360901564359,0.23157352403480516,0.31902128387203743,10
Whole-screen,endosome_vps35,0.7012850445074339,0.6297580095318456,0.7122111674398184,0.6945651812323679,0.7075547341567774,10
Whole-screen,er_golgi_bridge_vapa,0.733453319252779,0.4902185778288791,0.753883754213651,0.7216548218081396,0.7368904469379534,10
Whole-screen,er_golgi_cope,0.3626846863189712,0.302759008850747,0.5494215511716902,0.3492776555088615,0.43674726617367315,10
Whole-screen,er_sec61b,0.7608259283006191,0.6869822512898179,0.7782395171622435,0.757979294233438,0.7666494738207096,10
Whole-screen,fe2+_ferhonox_live-cell_dye,0.1160923820837827,0.0264513228515472,0.2780792505424188,0.0599144298264112,0.21311907023020152,10
Whole-screen,late_endosome_rab7a,0.8368139319742719,0.4199603060602991,0.8518557505061228,0.760761623037979,0.8463337463326752,10
Whole-screen,lipid_droplet_bodipy_live_cell_dye,0.8379492778331041,0.7034248520309727,0.8603838415195544,0.7975345812349891,0.8537128887449701,10
Whole-screen,lipid_droplet_plin2,0.2778391326234365,0.0550707442889688,0.4943442274816334,0.23484397247860514,0.3928146732723689,10
Whole-screen,lysosome_lamp1,0.6969831177654365,0.5504070001188666,0.7226819631954033,0.6832626010291278,0.700167728587985,10
Whole-screen,lysosome_lysotracker_live-cell_dye,0.8505550016545588,0.6667556605146577,0.8668803359485334,0.8031804234617287,0.8613971434533596,10
Whole-screen,mitochondria_chromalive_561_excitation,0.5553179287041228,0.3813549052574672,0.6611887632558744,0.5104476224126604,0.6045602246498069,10
Whole-screen,mitochondria_tomm70a,0.5127421581322171,0.4355830023802506,0.5657865235892435,0.49503788617827615,0.5336948454787489,10
Whole-screen,nuclear_speckles_srrm2,0.5141594864932509,0.4497756771743297,0.5739642614498734,0.4757013714697677,0.5318294468646247,10
Whole-screen,nuclei_nucleolive_live_cell_dye,0.44830927446795,0.2875575982082712,0.486717924165229,0.4415794864326016,0.45884036216496793,10
Whole-screen,nucleolus-dfc_fbl,0.38123990523551277,0.3510985786366897,0.4220679763626928,0.3672886229566453,0.40908327768556774,10
Whole-screen,nucleolus-gc_npm3,0.5596620911965147,0.0782024992984512,0.6798567411800225,0.5291010263026692,0.5859632577824717,10
Whole-screen,oxidative_stress_cellrox_live-cell_dye,0.3808982671325793,0.3307982570501432,0.433715728354097,0.3686845176913872,0.4067779246130763,10
Whole-screen,peroxisome_peroxi_spy650_live_cell_dye,0.5965842539832618,0.5044387907449467,0.6774847817917665,0.5736982478604962,0.6051617740886286,10
Whole-screen,plasma_membrane_atp1b3,0.623936760549744,0.4486858604165414,0.6336505000169078,0.5754047718752797,0.6325869102341434,10
Whole-screen,plasma_membrane_slc3a2,0.8483440071965258,0.8051801690210898,0.8562795457740625,0.8450199151411653,0.8496895525604486,10
Whole-screen,proteasome_psmb7,0.44935225328663364,0.4132612483420719,0.4875253615900874,0.43114925110906666,0.455515035505717,10
Whole-screen,recycling_endosome_tfrc,0.7716882328192394,0.6978847853121503,0.7835854018727939,0.7626941367440546,0.7736919390348096,10
Whole-screen,trans-golgi_vamp3,0.4927434604614973,0.2617338499888622,0.5068931250522535,0.45628590447207285,0.4994414328830316,10
